00-kodel-tai-naudinga,1680,https://mokymai.cleverphant.lt/wp-content/uploads/00-kodel-tai-naudinga.png
01-sheets-tvs-svetaine,1681,https://mokymai.cleverphant.lt/wp-content/uploads/01-sheets-tvs-svetaine.png
02-failo-url-anatomija,1682,https://mokymai.cleverphant.lt/wp-content/uploads/02-failo-url-anatomija.png
03-kopija-pavadinimas-formatas,1683,https://mokymai.cleverphant.lt/wp-content/uploads/03-kopija-pavadinimas-formatas.png
04-publikavimas-share-viewer,1684,https://mokymai.cleverphant.lt/wp-content/uploads/04-publikavimas-share-viewer.png
05-taisyklingai-netaisyklingai-lentele,1685,https://mokymai.cleverphant.lt/wp-content/uploads/05-taisyklingai-netaisyklingai-lentele.png
06-lapu-tvarka-gid-reiksmes,1686,https://mokymai.cleverphant.lt/wp-content/uploads/06-lapu-tvarka-gid-reiksmes.png
07-kodo-iterpimas-rezultatas,1687,https://mokymai.cleverphant.lt/wp-content/uploads/07-kodo-iterpimas-rezultatas.png
08-duomenu-atsinaujinimas,1688,https://mokymai.cleverphant.lt/wp-content/uploads/08-duomenu-atsinaujinimas.png
09-ka-matote-atidare-sablona,1689,https://mokymai.cleverphant.lt/wp-content/uploads/09-ka-matote-atidare-sablona.png
10-tvs-modulis,1690,https://mokymai.cleverphant.lt/wp-content/uploads/10-tvs-modulis.png
11-kaip-organizuoti-failus,1691,https://mokymai.cleverphant.lt/wp-content/uploads/11-kaip-organizuoti-failus.png
intro,1692,https://mokymai.cleverphant.lt/wp-content/uploads/intro.mp4
